reactant_smi,product_smi
C(C)(C)(C)OC(=O)NCCN1N=CC(=C1)N1C(=C(C2=CC=C(C(=C12)F)Cl)SC=1C(=C(C(=O)OCC)C=CC1)F)C1CC1,NCCN1N=CC(=C1)N1C(=C(C2=CC=C(C(=C12)F)Cl)SC=1C(=C(C(=O)OCC)C=CC1)F)C1CC1
NCCN1N=CC(=C1)N1C(=C(C2=CC=C(C(=C12)F)Cl)SC=1C(=C(C(=O)OCC)C=CC1)F)C1CC1.CCN(CC)CC.ClC(Cl)(OC(OC(Cl)(Cl)Cl)=O)Cl.[N-]=C=O.N,ClC1=CC=C2C(=C(N(C2=C1F)C=1C=NN(C1)CCNC(=O)N)C1CC1)SC=1C(=C(C(=O)OCC)C=CC1)F
NCCN1N=CC(=C1)N1C(=C(C2=CC=C(C(=C12)F)Cl)SC=1C(=C(C(=O)OCC)C=CC1)F)C1CC1.C(=O)([O-])[O-].[Cs+].[Cs+].BrCCCC(=O)OC(C)(C)C,C(C)(C)(C)OC(CCCN1N=CC(=C1)N1C(=C(C2=CC=C(C(=C12)F)Cl)SC=1C(=C(C(=O)OCC)C=CC1)F)C1CC1)=O
C(C)(C)(C)OC(CCCN1N=CC(=C1)N1C(=C(C2=CC=C(C(=C12)F)Cl)SC=1C(=C(C(=O)OCC)C=CC1)F)C1CC1)=O,ClC1=CC=C2C(=C(N(C2=C1F)C=1C=NN(C1)CCCC(=O)O)C1CC1)SC1=C(C(=CC=C1)C(=O)OCC)F
ClC1=CC=C2C(=C(N(C2=C1F)C=1C=NN(C1)CCCC(=O)O)C1CC1)SC1=C(C(=CC=C1)C(=O)OCC)F.CCN=C=NCCCN(C)C.Cl.C=1C=CC2=C(C1)N=NN2O.CN1CCOCC1.[NH4+].[Cl-],NC(CCCN1N=CC(=C1)N1C(=C(C2=CC=C(C(=C12)F)Cl)SC=1C(=C(C(=O)OCC)C=CC1)F)C1CC1)=O
ClC1=CC=C2C(=CN(C2=C1F)C=1C=NN(C1)CC)SC=1C(=C(C(=O)OCC)C=CC1)F.C1CC(=O)N(C1=O)Cl,ClC1=CC=C2C=C(N(C2=C1F)C=1C=NN(C1)CC)C1CC1
ClC1=CC=C2C(=C(N(C2=C1F)C=1C=NN(C1)CCCC(=O)O)C1CC1)SC1=C(C(=CC=C1)C(=O)OCC)F.BrC=1C=NC=CC1.CNCCNC.[O-]P(=O)([O-])[O-].[K+].[K+].[K+],ClC1=CC=C2C=CN(C2=C1F)C=1C=NC=CC1
FC1=C(C(=O)OCC)C=CC=C1S.C1CC(=O)N(C1=O)Cl.ClC1=CC=C2C=CN(C2=C1F)C=1C=NC=CC1.C(=O)(O)[O-].[Na+],ClC1=CC=C2C(=CN(C2=C1F)C=1C=NC=CC1)SC=1C(=C(C(=O)OCC)C=CC1)F
FC1=C(C(=O)OCC)C=CC=C1S.C1CC(=O)N(C1=O)Cl.ClC1=CC=C2C(=C(N(C2=C1F)C=1C=NN(C1)CCCC(=O)O)C1CC1)SC1=C(C(=CC=C1)C(=O)OCC)F,ClC1=CC=C2C(=CNC2=C1F)SC=1C(=C(C(=O)OCC)C=CC1)F
ClC1=CC=C2C(=CNC2=C1F)SC=1C(=C(C(=O)OCC)C=CC1)F.BrC=1C=NC=CC1.N[C@H]1[C@@H](CCCC1)N.[O-]P(=O)([O-])[O-].[K+].[K+].[K+],ClC1=CC=C2C(=CN(C2=C1F)C=1C=NC=CC1)SC=1C(=C(C(=O)OCC)C=CC1)F
ClC1=CC=C2C(=C(N(C2=C1F)C=1C=NN(C1)CCCC(=O)O)C1CC1)SC1=C(C(=CC=C1)C(=O)OCC)F.C1CC(=O)N(C1=O)Br,BrC=1N(C2=C(C(=CC=C2C1SC=1C(=C(C(=O)OCC)C=CC1)F)Cl)F)C=1C=NC=CC1
BrC=1N(C2=C(C(=CC=C2C1SC=1C(=C(C(=O)OCC)C=CC1)F)Cl)F)C=1C=NC=CC1.BrC=1C=NC=CC1.N[C@H]1[C@@H](CCCC1)N.[O-]P(=O)([O-])[O-].[K+].[K+].[K+],ClC1=CC=C2C(=C(N(C2=C1F)C=1C=NC=CC1)C1CC1)SC=1C(=C(C(=O)OCC)C=CC1)F
NCCCCCCO.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,OCCCCCCNC(OC(C)(C)C)=O
OCCCCCCNC(OC(C)(C)C)=O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C(Br)(Br)(Br)Br,BrCCCCCCNC(OC(C)(C)C)=O
ClC1=CC=C2C(=C(N(C2=C1F)C=1C=NN(C1)CC)C1CC1)SC=1C(=C(C(=O)O)C=CC1)F.S(=O)(Cl)Cl.C[Si](C)(C)C=[N+]=[N-].C(C)(C)(C)O,ClC1=CC=C2C(=C(N(C2=C1F)C=1C=NN(C1)CC)C1CC1)SC=1C(=C(C=CC1)CC(=O)O)F
OC1=CC2=C(C(=CO2)CC(=O)O)C=C1.S(O)(O)(=O)=O.CO,COC(CC1=COC2=C1C=CC(=C2)O)=O
COC(CC1=COC2=C1C=CC(=C2)O)=O,COC(CC1COC2=C1C=CC(=C2)O)=O
OO.COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)B2OC(C(O2)(C)C)(C)C)=O.[OH-].[Na+],COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O
C(C)N(CC)CC.COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.C(C1=CC=CC=C1)OC1=CC=C(C=C1)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)OCC2=CC=CC=C2)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)OCC2=CC=CC=C2)=O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)O)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)O)=O.COCCOS(=O)(=O)C1=CC=C(C=C1)C.C([O-])([O-])=O.[Cs+].[Cs+],COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)OCCOC)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)O)=O.OC(CCOS(=O)(=O)C1=CC=C(C=C1)C)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)OCCC(C)(C)O)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.N1(CCOCC1)CC1=CC=C(C=C1)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)CN2CCOCC2)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.C(C)(=O)NC=1C=C(C=CC1)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=CC=C2)NC(C)=O)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.C(C)(=O)NCC=1C=C(C=CC1)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=CC=C2)CNC(C)=O)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.C(C)(=O)NC1=CC=C(C=C1)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)NC(C)=O)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.N1(CCCC1)C(=O)C1=CC=C(C=C1)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C(=O)N2CCCC2)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.C(C)NC(=O)C1=CC=C(C=C1)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C(NCC)=O)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C#N)=O.[N-]=[N+]=[N-].[Na+].[Cl-].[NH4+].[N-]=[N+]=[N-].[Na+].[Cl-].[NH4+].N(=O)[O-].[Na+].Cl,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C2=NN=NN2)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.BrC1=NC=CC(=C1)F.C([O-])([O-])=O.[Cs+].[Cs+],COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=NC=C2)Br)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=NC=C2)Br)=O.O1C[C@H](CC1)O.C([O-])([O-])=O.[Cs+].[Cs+].CC=1C=NC2=C3N=CC(=C(C3=CC=C2C1C)C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=NC=C2)O[C@@H]2COCC2)=O
FC1=CC=C(C=N1)O.OC(CCOS(=O)(=O)C1=CC=C(C=C1)C)(C)C.C([O-])([O-])=O.[Cs+].[Cs+],FC1=CC=C(C=N1)OCCC(C)(O)C
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.FC1=CC=C(C=N1)OCCC(C)(O)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=NC=C(C=C2)OCCC(C)(C)O)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.FC1=NC=C(C=C1)I,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=NC=C(C=C2)I)=O
BrC1=CC(=C(C(=C1)F)O)F.CS(=O)(=O)CCCOS(=O)(=O)C.C([O-])([O-])=O.[Cs+].[Cs+],BrC=1C=C(C(=C(C1)F)OCCCS(=O)(=O)C)F
FC=1C=C(C=C(C1OCCCS(=O)(=O)C)F)B1OC(C(O1)(C)C)(C)C.I(=O)(=O)(=O)[O-].[Na+].C(C)(=O)[O-].[NH4+],FC=1C=C(C=C(C1OCCCS(=O)(=O)C)F)B(O)O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.FC=1C=C(C=C(C1OCCCS(=O)(=O)C)F)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C(=C2)F)OCCCS(=O)(=O)C)F)=O
CC1(OB(OC1(C)C)C=1C=NNC1)C.C([O-])([O-])=O.[Cs+].[Cs+].CC1(OC1)C,CC(CN1N=CC(=C1)B1OC(C(O1)(C)C)(C)C)(C)O
FC=1C=C(C=C(C1C=1C=NN(C1)CC(C)(C)O)F)O.FC(S(=O)(=O)OS(=O)(=O)C(F)(F)F)(F)F.C(C)N(CC)CC,FC(S(=O)(=O)OC1=CC(=C(C(=C1)F)C=1C=NN(C1)CC(C)(C)O)F)(F)F
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.FC=1C=C(C=C(C1C=1C=NN(C1)CC(C)(C)O)F)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C(=C2)F)C=2C=NN(C2)CC(C)(C)O)F)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.BrC1=CC=C(C=C1)B(O)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)Br)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)Br)=O.[Br-].S1C(=NC=C1)[Zn+].O1CCCC1,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C=2SC=CN2)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=NC=C(C=C2)I)=O.CC(C)(CC=C)O.C(C)(C)N(C(C)C)CC,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=NC=C(C=C2)C=CCC(C)(C)O)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=NC=C(C=C2)C=CCC(C)(C)O)=O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=NC=C(C=C2)CCCC(C)(C)O)=O
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.OC1=CC=C2CCC(NC2=C1)=O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C1CCC(NC1=C2)=O)=O
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.O1CCOC2=C1C=CC(=C2)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC1=C(OCCO1)C=C2)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)Br)=O.CC1(OB(OC1(C)C)C=1CCOCC1)C.[O-]P(=O)([O-])[O-].[K+].[K+].[K+].O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C=2CCOCC2)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C=2CCOCC2)=O.C(C)N(CC)CC,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C2CCOCC2)=O
BrC1=CC(=C(C=C1F)O)F.CC(CN1N=CC(=C1)B1OC(C(O1)(C)C)(C)C)(C)O,FC1=C(C=C(C(=C1)C=1C=NN(C1)CC(C)(C)O)F)O
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.FC1=C(C=C(C(=C1)C=1C=NN(C1)CC(C)(C)O)F)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C(=C2)F)C=2C=NN(C2)CC(C)(C)O)F)=O
C(C1=CC=CC=C1)OC=1C=C2C=NNC2=CC1.OC(CCOS(=O)(=O)C1=CC=C(C=C1)C)(C)C.C([O-])([O-])=O.[K+].[K+],C(C1=CC=CC=C1)OC=1C=C2C=NN(C2=CC1)CCC(C)(O)C
C(C1=CC=CC=C1)OC=1C=C2C=NN(C2=CC1)CCC(C)(O)C,OC(CCN1N=CC2=CC(=CC=C12)O)(C)C
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.OC(CCN1N=CC2=CC(=CC=C12)O)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC=2C=C1C=NN(C1=CC2)CCC(C)(C)O)=O
BrC1=CC(=C(C(=C1)F)O)F.CC(CN1N=CC(=C1)B1OC(C(O1)(C)C)(C)C)(C)O,FC1=C(C(=CC(=C1)C=1C=NN(C1)CC(C)(C)O)F)O
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.FC1=C(C(=CC(=C1)C=1C=NN(C1)CC(C)(C)O)F)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C=C2F)C=2C=NN(C2)CC(C)(C)O)F)=O
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.CC=1SC=C(N1)C1=CC=C(C=C1)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C=2N=C(SC2)C)=O
C(C1=CC=CC=C1)OC=1C=C2C=CNC2=CC1.[H-].[Na+].OC(CCOS(=O)(=O)C1=CC=C(C=C1)C)(C)C,C(C1=CC=CC=C1)OC=1C=C2C=CN(C2=CC1)CCC(C)(O)C
C(C1=CC=CC=C1)OC=1C=C2C=CN(C2=CC1)CCC(C)(O)C.C(C)N(CC)CC,OC(CCN1C=CC2=CC(=CC=C12)O)(C)C
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.OC(CCN1C=CC2=CC(=CC=C12)O)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC=2C=C1C=CN(C1=CC2)CCC(C)(C)O)=O
BrC1=CC(=C(C=C1F)O)F.OC(CCOS(=O)(=O)C1=CC=C(C=C1)C)(C)C,BrC1=CC(=C(OCCC(C)(O)C)C=C1F)F
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.FC1=C(C=C(C(=C1)OCCC(C)(C)O)F)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C(=C2)F)OCCC(C)(C)O)F)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)Br)=O.C12CCCC(CCC1)B2CC2CCOCC2,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)CC2CCOCC2)=O
C(C1=CC=CC=C1)OC1=CC=C2C=NN(C2=C1)CCC(C)(O)C,OC(CCN1N=CC2=CC=C(C=C12)O)(C)C
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.OC(CCN1N=CC2=CC=C(C=C12)O)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C1C=NN(C1=C2)CCC(C)(C)O)=O
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.C(C1=CC=CC=C1)OC1=C(C=C(C=C1)O)F,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)OCC2=CC=CC=C2)F)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)OCC2=CC=CC=C2)F)=O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)O)F)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)O)F)=O.O1CC12CCOCC2.C([O-])([O-])=O.[Cs+].[Cs+],COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)OCC2(CCOCC2)O)F)=O
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.CN1C(=NC=C1)C1=CC=C(C=C1)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC=C(C=C2)C=2N(C=CN2)C)=O
BrC1=CC(=C(C=C1F)O)F.N(=NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.CSCCCO,BrC1=C(C=C(C(=C1)F)OCCCSC)F
BrC1=C(C=C(C(=C1)F)OCCCSC)F.S(=O)(=O)(O[O-])[O-].[K+].[K+].O1CCCC1,BrC1=C(C=C(C(=C1)F)OCCCS(=O)(=O)C)F
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.FC1=C(C=C(C(=C1)OCCCS(=O)(=O)C)F)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C(=C2)F)OCCCS(=O)(=O)C)F)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.OC(CCOC1=CC(=C(C(=C1)C)B(O)O)C)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C=C2C)OCCC(C)(C)O)C)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.BrC1=CC(=C(C#N)C=C1)F,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)Br)C#N)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)Br)C#N)=O.CC(C)(CC=C)O.COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)Br)C#N)=O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)CCCC(C)(C)O)C#N)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)O)C#N)=O.OC(CCOS(=O)(=O)C1=CC=C(C=C1)C)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)OCCC(C)(C)O)C#N)=O
B(OC(C)C)(OC(C)C)OC(C)C.BrC=1C=CC(=C(C#N)C1)O[Si](C)(C)C(C)(C)C.C(CCC)[Li].C(CCC)[Li].Cl,C(C)(C)(C)[Si](OC1=C(C=C(C=C1)B(O)O)C#N)(C)C
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)O)=O.C(C)(C)(C)[Si](OC1=C(C=C(C=C1)B(O)O)C#N)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)O[Si](C)(C)C(C)(C)C)C#N)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)O[Si](C)(C)C(C)(C)C)C#N)=O.[F-].C(CCC)[N+](CCCC)(CCCC)CCCC,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)O)C#N)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)O)C#N)=O.O1C[C@H](CC1)OS(=O)(=O)C1=CC=C(C=C1)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)O[C@H]2COCC2)C#N)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)O)C#N)=O.OC(CCOS(=O)(=O)C1=CC=C(C=C1)C)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=CC(=C(C=C2)OCCC(C)(C)O)C#N)=O
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.BrC=1C=CC(=C(C1)O)F,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)Br)F)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)O)F)=O.OC(CCOS(=O)(=O)C1=CC=C(C=C1)C)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)OCCC(C)(C)O)F)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)O)F)=O.O1CCC(CC1)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=CC(=C2)OC2CCOCC2)F)=O
FC=1C=CC(=C2CC[C@H](C12)OC1=CC2=C([C@@H](CO2)CC(=O)OC)C=C1)B(O)O.C(C1=CC=CC=C1)OC=1C=CC(=C(C#N)C1)O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C=C2)OCC2=CC=CC=C2)C#N)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C=C2)OCC2=CC=CC=C2)C#N)=O,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C=C2)O)C#N)=O
COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C=C2)O)C#N)=O.OC(CCOS(=O)(=O)C1=CC=C(C=C1)C)(C)C,COC(C[C@@H]1COC2=C1C=CC(=C2)O[C@@H]2CCC1=C(C=CC(=C21)F)OC2=C(C=C(C=C2)OCCC(C)(C)O)C#N)=O
